id,address,description,longitude,latitude
KOO03N,Toruńska 98 62-600 Koło,Przy sklepie Brico Marche,18.62415,52.20592
KOO12M,Kolejowa 3 62-600 Koło,Kaufland Polska,18.62672,52.20522
KOO05M,Tulipanowa 10 62-600 Koło,"obok sklepu, centralka i skrytki odwrócone w stronę chodnika",18.64799,52.20581
KOO06M,Wojciechowskiego 36 62-600 Koło,od ulicy Spółdzielców,18.63607,52.20425
KOO02A,Tuwima 26 62-600 Koło,Parking sklepu KIK,18.6305,52.20269
BXR01APP,Cmentarna 19A 62-620 Brdów,Market Dino,18.72732,52.34969
KOO07M,Broniewskiego 6 62-600 Koło,przy sklepie Grzybo Branie,18.63262,52.20148
KOO01A,Niezłomnych 12 62-600 Koło,Parking POLOmarket,18.6407,52.20115
CJN01M,Chojny 11B 62-600 Chojny,Market Dino,18.68658,52.21154
KOO01M,Sienkiewicza 28B 62-600 Koło,Przy sklepie Lidl,18.64281,52.20043
KOO01N,Konopnickiej 44 62-600 Koło,Przy sklepie Jysk,18.64746,52.20125
BXR01M,Braterstwa Broni 1 62-620 Brdów,Przy OSP,18.73111,52.35381
KOO02N,Nowowarszawska 3 62-600 Koło,Przy sklepie meblowym Szwed meble,18.63391,52.19464
KOO03M,Plater 62 62-600 Koło,Przy sklepie Społem.,18.64632,52.19677
KOO10M,Żeromskiego 39 62-600 Koło,Sklep ABC,18.64926,52.19258
KOO11M,Stanisława Poniatowskiego 129 62-600 Koło,Gosposia-Gaz,18.61459,52.18423
PQK01M,Powiercie-Kolonia 93 62-600 Powiercie-Kolonia,Przy sklepie Groszek,18.66017,52.18595
KSL01M,Długa 23 62-604 Kościelec,Market Dino,18.55872,52.17923
KSL02M,Unii Europejskiej 3 62-604 Kościelec,Myjnia Samochodowa,18.55939,52.17805
KSL01N,Turecka 4 62-604 Kościelec,Przy markecie Lewiatan,18.5706,52.17373
KOO04M,Bogumiła 64 62-600 Koło,Market Dino,18.63435,52.18007
MAA01M,Południowa 14 62-709 Malanów,Przy sklepie Lewiatan.,18.39187,51.95176
MAA01N,Spółdzielców 20 62-709 Malanów,Przy sklepie Ogrodowczyk,18.39994,51.9562
TUR07N,Konińska 24 62-700 Turek,Przy Aptece Alba,18.46825,52.01646
CISE01APP,Cisew 144 62-700 Cisew,Market Dino,18.47449,51.99892
TUR11M,Kaliska 90 62-700 Turek,Stacja Circle K,18.48014,52.0089
TUR05N,Komunalna 2 62-700 Turek,Przy centrum handlowym Turkovia,18.48955,52.02057
TUR01M,Mickiewicza 1A 62-700 Turek,Parking przy budynku handlowym,18.49636,52.01621
TUR02A,Chopina 57 62-700 Turek,Przy sklepie Lewiatan,18.49431,52.02819
TUR07M,Mickiewicza 3 62-700 Turek,Przy budynku handlowym.,18.49556,52.01812
TUR10M,Mickiewicza 1 62-700 Turek,Przy Parkingu.,18.49614,52.01603
TUR04M,Gorzelniana 1 62-700 Turek,Przy Centrum Handlowym.,18.49722,52.01498
TUR02M,Milewskiego 7 62-700 Turek,Przy budynku CH Karuzela,18.50436,52.02118
TUR01ML,Kolska Szosa 3 62-700 Turek,Przy markecie Intermarche,18.50741,52.01762
TUR01A,Kolska Szosa 9 62-700 Turek,Przy markecie Kaufland,18.50876,52.01808
TUR06N,Uniejowska 28 62-700 Turek,Przy supermarkecie Netto,18.50833,52.0125
TUR09M,Nowa 22 62-700 Turek,Przy Myjni Bezdotykowej Banieczka.,18.51118,52.01117
MDYL01APP,Międzylesie 51F 62-710 Międzylesie,Market Dino,18.49072,52.06788
TUR03M,Wyszyńskiego 1 62-700 Turek,Przy sklepie Lidl,18.51513,52.01584
KQM01M,Marii Konopnickiej 12 62-840 Koźminek,Market Dino,18.33078,51.80077
LSV01M,Ks. Blizińskiego 94a 62-850 Lisków,Przy sklepie wielobranżowym,18.38812,51.83198
KWS01M,Poznańska 12F 62-811 Kościelna Wieś,Przy hurtowni Pakos,18.00395,51.78892
KWS03M,Poznańska 2 62-811 Kościelna Wieś,parking przy sklepie spożywczym,18.01113,51.78414
KAL17M,Makuszyńskiego 2 62-800 Kalisz,przy wejściu do supermarketu,18.08537,51.78025
KAL04N,Długa 2/4 62-800 Kalisz,Przy sklepie Netto,18.09007,51.7801
WJC01M,Wojciechówka 7C 62-800 Wojciechówka,Market Dino,18.12045,51.77693
KAL08M,Borkowska 1B 62-800 Kalisz,Przy sklepie ODiDO,18.10701,51.77815
TKS02M,Tłokinia Kościelna 32 62-860 Tłokinia Kościelna,Market Dino,18.16922,51.75961
KAL01M,Kaszubska 1C 62-800 Kalisz,Market Dino,18.10509,51.76905
TWI01M,Tłokinia Wielka 23 62-860 Tłokinia Wielka,Przed budynkiem hurtowni PAKOS,18.19878,51.75557
KAL24M,Stawiszyńska 26 62-800 Kalisz,parking Lidla,18.0944,51.76993
KAL12M,Wojska Polskiego 176 62-800 Kalisz,Parking przy Aldi,18.08919,51.76831
KAL05N,Wrzosowa 3 62-800 Kalisz,Przy sklepie spożywczym Livio,18.11572,51.75712
KAL01HO,3 Maja 1 62-800 Kalisz,Galeria Tęcza Parter przy Markecie Społem,18.08723,51.76596
KAL14M,Złota 62 62-800 Kalisz,parking przy BP,18.06989,51.76998
KAL08N,Wojska Polskiego 158 62-800 Kalisz,Na stacji paliw BP,18.08345,51.76709
KAL01L,Poznańska 121-131 62-800 Kalisz,Przy Galerii Kalisz,18.06168,51.76683
KAL02M,Piskorzewie 2 62-800 Kalisz,Parking Lidla,18.08091,51.76456
KAL31M,Chodyńskiego 1a 62-800 Kalisz,niezabudowana działka,18.09148,51.76332
KOZ01M,Mielęckiego 20 62-840 Koźminek,Przy bramie wjazdowej do Rolmax,18.34889,51.79398
KAL06M,Kościuszki 1a 62-800 Kalisz,Budynek Urzędu Miasta od ul. Krótkiej,18.08413,51.76023
KAL03M,Korczak 3 62-800 Kalisz,Market Dino,18.06654,51.76224
KAL11M,Poznańska 80/86 62-800 Kalisz,Przy wejściu do Decathlonu,18.06006,51.76374
KAL15M,Pułaskiego 20 62-800 Kalisz,Przy wjeździe na teren obiektu,18.08825,51.75831
KAL05APP,Batalionu Parasol 8 62-800 Kalisz,parking Kaufland,18.06074,51.76133
KAL13M,Fabryczna 10 62-800 Kalisz,parking przy budynku usługowym,18.08845,51.75741
KAL22M,Stańczukowskiego 18 62-800 Kalisz,teren stacji benzynowej Shell,18.0593,51.76196
KWS02M,Złote Łąki 3 62-811 Kościelna Wieś,przy sklepie Społem,18.03625,51.76646
OPT01N,Dziubińskiego 1 62-860 Opatówek,Przy Delikatesach Centrum,18.21029,51.74005
OPK01M,Poniatowskiego 45A 62-860 Opatówek,Przy sklepie Grosik,18.22018,51.73496
KAL20M,Łódzka 233 62-800 Kalisz,przy wejściu do sklepu spożywczego,18.14959,51.74943
OPK02M,Helleny 4 62-860 Opatówek,przy budynku stacji,18.19626,51.73657
KAL01N,Łódzka 184A 62-800 Kalisz,Przy sklepie Lewiatan,18.13927,51.75122
KAL07M,Dobrzecka 28 62-800 Kalisz,Przy wjeździe na parking,18.07341,51.75815
KAL10N,Dobrzecka 60 62-800 Kalisz,prywatna posesja,18.0678,51.75759
KAL04M,Podmiejska 35 62-800 Kalisz,Parkingu przy Lidlu,18.0608,51.75492
KAL28M,Św. Michała 56 62-800 Kalisz,wjazd na działkę,18.03083,51.75298
KAL09N,Prymasa Wyszyńskiego 42A 62-800 Kalisz,Przy wejściu do Mini Parku,18.04991,51.75218
BDW01M,Turkowska 29a 62-720 Brudzew,Przy sklepie Carmen.,18.59924,52.09716
BDW01N,Szkolna 2B 62-720 Brudzew,Przy Pawilonie Handlowym.,18.59962,52.09657
TUR01N,Kolska Szosa 47A 62-700 Turek,Przy markecie Mrówka,18.52601,52.02494
TUR04N,Kardynała Stefana Wyszyńskiego 1A 62-700 Turek,Przy sklepie Twój Market,18.51471,52.01475
TUR05M,Osiedle Wyzwolenia 11a 62-700 Turek,Przy sklepie Chata Polska,18.51606,52.01298
TUR02N,plac Zawiszy Czarnego 62-700 Turek,Przy sklepie Społem,18.51717,52.00627
TUR06M,Uniejowska 56 62-700 Turek,Przy parkingu Kubiak-Gaz.,18.52234,52.00806
TUR08M,Słoneczna 90 62-700 Turek,Market Dino,18.52622,52.00501
TURK01M,Turkowice 138A 62-700 Turkowice,Przy sklepie Lewiatan,18.51001,51.98678
GGR02M,Toruńska 45 62-640 Grzegorzew,Market Dino,18.73325,52.20753
GGR01M,Kolska 7 62-640 Grzegorzew,Przy sklepie Społem,18.73372,52.20161
PVE01M,Powiercie 25A 62-600 Powiercie,Market Dino,18.68562,52.18478
RUP01M,Kolska 111 62-604 Ruszków Pierwszy,Market Dino,18.64602,52.1567
PDC02M,Ludwika Waryńskiego 12 62-635 Przedecz,Bank Spółdzielczy - dojście do paczkomatu od ul. Nowej,18.89751,52.33544
PDC01M,Rybno 62-635 Przedecz,Na parkingu Stacji Lotos,18.90232,52.3418
KPAN01M,Kowale Pańskie 53 62-704 Kowale Pańskie,Przy sklepie Lewiatan,18.53445,51.93868
KWZ01M,Kawęczyn 39D 62-704 Kawęczyn,Przy sklepie Lewiatan,18.53355,51.90657
KORT01M,Korytków 19G 62-700 Korytków,Przy Markecie Wietrzyk,18.54824,52.01639
XLA01M,Laski 13D 62-731 Laski,Przy sklepie Carmen.,18.56029,51.9963
RLC01M,Radliczyce 46 62-865 Radliczyce,Przy sklepie spożywczym,18.34899,51.72645
SQV01M,Kaliska 36B 62-865 Staw,Market Dino,18.37132,51.70855
SYT02M,Szczytniki 27a 62-865 Szczytniki,Prywatna posesja,18.33149,51.68555
KWZ02M,Kawęczyn 38b 62-704 Kawęczyn,Market Dino,18.53491,51.90331
KAL09M,Graniczna 80/82 62-800 Kalisz,Przy sklepie Twój Market,18.05186,51.75076
KAL03N,Widok 97 62-800 Kalisz,Przy markecie POLOmarket,18.06174,51.75313
KAL04APP,ks. Stanisława Piotrowskiego 13 62-800 Kalisz,na terenie parafii,18.04883,51.74723
KAL25M,Podmiejska 24B 62-800 Kalisz,parking ALDI,18.06136,51.74993
KAL10A,Aleja Wojska Polskiego 4A 62-800 Kalisz,Przy parkingu salonu meblowego BRW,18.0525,51.74435
KAL06APP,Nowy Świat 12 62-800 Kalisz,obok bistro,18.08618,51.756
KAL19M,Wąska 15 62-800 Kalisz,parking posesji od ul. Wąskiej,18.07758,51.75539
KAL356,Nowy Świat 28-30 62-800 Kalisz,Przy parkingu Uniwersytetu im. A. Mickiewicza,18.08937,51.75455
KAL05A,Legionów 7 62-800 Kalisz,Przy markecie Netto,18.08391,51.75379
KAL08A,Częstochowska 149 62-800 Kalisz,Na parkingu przy sklepie Delta,18.09576,51.73629
KAL02N,Polna 106 62-800 Kalisz,Przy markecie POLOmarket,18.08906,51.74051
KAL01APP,Polna 33 62-800 Kalisz,przy sklepie Społem,18.0798,51.74974
KAL05M,Górnośląska 53-55 62-800 Kalisz,Parking przy Lidlu,18.07461,51.75055
WLI01M,Wolica 273 62-872 Wolica,parking przy Lewiatanie,18.15933,51.702
WLI02M,Wolica 40 62-872 Wolica,Przy sklepie spożywczym,18.14613,51.70678
WLI03M,Wolica 41A 62-872 Wolica,Market Dino,18.14609,51.70637
KAL30M,Łużycka 1 62-800 Kalisz,Na parkingu przy OSP Piwonice,18.1034,51.72505
KAL09A,Częstochowska 201 62-800 Kalisz,Na parkingu przy sklepie meblowym,18.09695,51.72948
XBK01M,Kaliska 21 62-872 Borek,parking przy sklepie spożywczym,18.13448,51.70027
KAL02A,Konopnickiej 2-4 62-800 Kalisz,Przy sklepie Stokrotka,18.0758,51.74867
KAL02APP,Aleja Wojska Polskiego 76 62-800 Kalisz,przy sklepie Ambrozja,18.06797,51.7513
KAL01HP,Górnośląska 67A 62-800 Kalisz,w sklepie Duży Ben,18.07214,51.74764
KAL23M,Górnośląska 67A 62-800 Kalisz,parking przy budynku usługowym,18.07244,51.74777
KAL32M,Podmiejska 22B 62-800 Kalisz,Na stacji Circle K,18.06291,51.74768
KAL04A,Podmiejska 20 62-800 Kalisz,Przy markecie Kaufland,18.06423,51.74695
KAL18M,Wojska Polskiego 2 62-800 Kalisz,na stacji paliw MOYA,18.04792,51.7409
KAL10M,Izerska 7 62-800 Kalisz,Lokale usługowe od ulicy Sokolnickiej,18.08121,51.74109
KAL02HO,Górnośląska 82 62-800 Kalisz,Parking podziemny,18.06955,51.7442
QLS01M,Olszówka 10A 62-641 Olszówka,Market Dino,18.84145,52.1909
KLD03M,Włocławska 4B 62-650 Kłodawa,Koło sklepu Lewiatan,18.91933,52.25577
KLD03N,Poznańska 3 62-650 Kłodawa,Przy sklepie Netto,18.91194,52.25525
KLD01M,Dąbska 10 62-650 Kłodawa,Przy sklepie Carmen,18.91254,52.25287
KLD02N,Dąbska 25 62-650 Kłodawa,Przy markecie POLOmarket,18.91142,52.24954
KLD04M,Dąbska 28 62-650 Kłodawa,Market Dino,18.91021,52.24886
CDW01M,Chodów 47 62-652 Chodów,Przy sklepie spożywczym ABC,19.01215,52.24895
DBB01M,Jana Kilińskiego 59 62-730 Dobra,Market Dino,18.61193,51.91124
DBB01N,Kilińskiego 124 62-730 Dobra,Przy sklepie Stary Młyn,18.61023,51.91031
PKO01M,Słoneczna 3 62-731 Przykona,Przy Delikatesach Centrum,18.61319,51.98089
PKO01APP,Szkolna 5 62-731 Przykona,Za sklepem spożywczym,18.61224,51.98448
ICE01M,Plac Księdza Kordeckiego 21 62-862 Iwanowice,Przy sklepie spożywczym GSSCh,18.32778,51.65423
BNY01M,Zielona 2 62-874 Brzeziny,Market Dino,18.26545,51.59895
BNY02M,Kaliska 17 62-874 Brzeziny,Na parkingu przy PSB Mrówka,18.2508,51.59774
GXW01M,11 Listopada 10 62-872 Godziesze Wielkie,przy Urzędzie Gminy,18.1803,51.646
GXW02M,Kaliska 2a 62-872 Godziesze Wielkie,parking przy budynku usługowo-handlowym,18.1723,51.64482
KAL07A,Obozowa 2A 62-800 Kalisz,Przy sklepie Społem,18.0746,51.74264
KAL26M,Obozowa 4 62-800 Kalisz,przy budynku stacji,18.07388,51.74221
KAL29M,Sulisławicka 104 62-800 Kalisz,teren OSP Sulisławice,18.06935,51.71492
KAL03APP,Wrocławska 203 62-800 Kalisz,Obok sklepu Odido,18.02043,51.72501
DAI01N,Kolska 5 62-660 Dąbie,Przy sklepie spożywczym Społem PSS,18.81912,52.08702
WDK01M,Wola Droszewska 45B 62-872 Wola Droszewska,Market Dino,18.10511,51.63031
KAL33M,Wrocławska 292-298A. 62-800 Kalisz,Market Dino,18.00233,51.71651
